id,zero_ratio
HOBBIES_1_037_CA_1_evaluation,0.538382277176713
HOBBIES_1_038_CA_1_evaluation,0.6893353941267388
HOBBIES_1_039_CA_1_evaluation,0.9119010819165378
HOBBIES_1_040_CA_1_evaluation,0.6388459556929418
HOBBIES_1_041_CA_1_evaluation,0.7563111798042246
HOBBIES_1_042_CA_1_evaluation,0.67284904688305
HOBBIES_1_043_CA_1_evaluation,0.357032457496136
HOBBIES_1_044_CA_1_evaluation,0.4538897475528078
HOBBIES_1_045_CA_1_evaluation,0.910355486862442
HOBBIES_1_046_CA_1_evaluation,0.8675940236991242
HOBBIES_1_047_CA_1_evaluation,0.527047913446677
HOBBIES_1_048_CA_1_evaluation,0.38176197836166925
HOBBIES_1_049_CA_1_evaluation,0.7563111798042246
HOBBIES_1_050_CA_1_evaluation,0.4250386398763524
HOBBIES_1_051_CA_1_evaluation,0.8794435857805255
HOBBIES_1_052_CA_1_evaluation,0.9407521895929933
HOBBIES_1_053_CA_1_evaluation,0.9479649665121072
HOBBIES_1_054_CA_1_evaluation,0.9098402885110768
HOBBIES_1_055_CA_1_evaluation,0.3256053580628542
HOBBIES_1_056_CA_1_evaluation,0.648634724368882
HOBBIES_1_057_CA_1_evaluation,0.615146831530139
HOBBIES_1_058_CA_1_evaluation,0.6790314270994333
HOBBIES_1_060_CA_1_evaluation,0.8454404945904173
HOBBIES_1_061_CA_1_evaluation,0.7671303451828955
HOBBIES_1_062_CA_1_evaluation,0.9541473467284904
HOBBIES_1_063_CA_1_evaluation,0.8428645028335909
HOBBIES_1_064_CA_1_evaluation,0.3127253992787223
HOBBIES_1_065_CA_1_evaluation,0.9206594538897476
HOBBIES_1_066_CA_1_evaluation,0.8979907264296755
HOBBIES_1_067_CA_1_evaluation,0.3544564657393096
HOBBIES_1_068_CA_1_evaluation,0.47861926841834107
HOBBIES_1_069_CA_1_evaluation,0.7094281298299846
HOBBIES_1_070_CA_1_evaluation,0.9227202472952086
HOBBIES_1_072_CA_1_evaluation,0.6069036579082947
HOBBIES_1_073_CA_1_evaluation,0.6805770221535291
HOBBIES_1_074_CA_1_evaluation,0.3894899536321484
HOBBIES_1_075_CA_1_evaluation,0.6192684183410613
HOBBIES_1_076_CA_1_evaluation,0.6682122617207625
HOBBIES_1_077_CA_1_evaluation,0.8119526017516744
HOBBIES_1_078_CA_1_evaluation,0.31375579598145287
HOBBIES_1_079_CA_1_evaluation,0.43585780525502316
HOBBIES_1_080_CA_1_evaluation,0.47089129314786193
HOBBIES_1_081_CA_1_evaluation,0.6615146831530139
HOBBIES_1_082_CA_1_evaluation,0.8851107676455435
HOBBIES_1_083_CA_1_evaluation,0.8310149407521896
HOBBIES_1_084_CA_1_evaluation,0.4884080370942813
HOBBIES_1_085_CA_1_evaluation,0.5337454920144256
HOBBIES_1_086_CA_1_evaluation,0.416795466254508
HOBBIES_1_087_CA_1_evaluation,0.6424523441524987
HOBBIES_1_088_CA_1_evaluation,0.7480680061823802
HOBBIES_1_089_CA_1_evaluation,0.27202472952086554
HOBBIES_1_090_CA_1_evaluation,0.7336424523441525
HOBBIES_1_091_CA_1_evaluation,0.8763523956723338
HOBBIES_1_092_CA_1_evaluation,0.8068006182380216
HOBBIES_1_093_CA_1_evaluation,0.8310149407521896
HOBBIES_1_094_CA_1_evaluation,0.7640391550747038
HOBBIES_1_095_CA_1_evaluation,0.884080370942813
HOBBIES_1_097_CA_1_evaluation,0.5739309634209171
HOBBIES_1_098_CA_1_evaluation,0.6780010303967027
HOBBIES_1_099_CA_1_evaluation,0.5579598145285936
HOBBIES_1_100_CA_1_evaluation,0.5239567233384853
HOBBIES_1_102_CA_1_evaluation,0.8948995363214838
HOBBIES_1_103_CA_1_evaluation,0.24420401854714066
HOBBIES_1_104_CA_1_evaluation,0.9067490984028851
HOBBIES_1_105_CA_1_evaluation,0.4981968057702215
HOBBIES_1_106_CA_1_evaluation,0.8088614116434827
HOBBIES_1_107_CA_1_evaluation,0.9330242143225141
HOBBIES_1_108_CA_1_evaluation,0.4126738794435858
HOBBIES_1_109_CA_1_evaluation,0.639361154044307
HOBBIES_1_110_CA_1_evaluation,0.8418341061308604
HOBBIES_1_111_CA_1_evaluation,0.7264296754250387
HOBBIES_1_112_CA_1_evaluation,0.9124162802679031
HOBBIES_1_113_CA_1_evaluation,0.9227202472952086
HOBBIES_1_114_CA_1_evaluation,0.833590932509016
HOBBIES_1_115_CA_1_evaluation,0.7985574446161773
HOBBIES_1_116_CA_1_evaluation,0.8006182380216383
HOBBIES_1_117_CA_1_evaluation,0.8201957753735188
HOBBIES_1_118_CA_1_evaluation,0.8562596599690881
HOBBIES_1_119_CA_1_evaluation,0.80370942812983
HOBBIES_1_120_CA_1_evaluation,0.7511591962905718
HOBBIES_1_121_CA_1_evaluation,0.8660484286450283
HOBBIES_1_122_CA_1_evaluation,0.7413704276146317
HOBBIES_1_123_CA_1_evaluation,0.6692426584234931
HOBBIES_1_124_CA_1_evaluation,0.6764554353426069
HOBBIES_1_125_CA_1_evaluation,0.9113858835651726
HOBBIES_1_126_CA_1_evaluation,0.7604327666151468
HOBBIES_1_127_CA_1_evaluation,0.7150953116950026
HOBBIES_1_128_CA_1_evaluation,0.8294693456980937
HOBBIES_1_129_CA_1_evaluation,0.5847501287995879
HOBBIES_1_130_CA_1_evaluation,0.49613601236476046
HOBBIES_1_131_CA_1_evaluation,0.773827923750644
HOBBIES_1_132_CA_1_evaluation,0.48377125193199383
HOBBIES_1_133_CA_1_evaluation,0.7630087583719732
HOBBIES_1_134_CA_1_evaluation,0.1988665636269964
HOBBIES_1_135_CA_1_evaluation,0.9093250901597115
HOBBIES_1_136_CA_1_evaluation,0.9381761978361669
HOBBIES_1_137_CA_1_evaluation,0.6141164348274085
HOBBIES_1_138_CA_1_evaluation,0.9067490984028851
HOBBIES_1_139_CA_1_evaluation,0.7856774858320453
HOBBIES_1_140_CA_1_evaluation,0.8882019577537352
HOBBIES_1_141_CA_1_evaluation,0.5301391035548686
HOBBIES_1_142_CA_1_evaluation,0.5388974755280783
HOBBIES_1_143_CA_1_evaluation,0.7053065430190624
HOBBIES_1_144_CA_1_evaluation,0.44049459041731065
HOBBIES_1_145_CA_1_evaluation,0.7702215352910871
HOBBIES_1_146_CA_1_evaluation,0.6620298815043791
HOBBIES_1_147_CA_1_evaluation,0.20144255538382277
HOBBIES_1_148_CA_1_evaluation,0.49407521895929934
HOBBIES_1_149_CA_1_evaluation,0.5486862442040186
HOBBIES_1_150_CA_1_evaluation,0.4863472436888202
HOBBIES_1_151_CA_1_evaluation,0.5090159711488923
HOBBIES_1_152_CA_1_evaluation,0.794435857805255
HOBBIES_1_153_CA_1_evaluation,0.4528593508500773
HOBBIES_1_154_CA_1_evaluation,0.4884080370942813
HOBBIES_1_155_CA_1_evaluation,0.5115919629057187
HOBBIES_1_156_CA_1_evaluation,0.8459556929417826
HOBBIES_1_157_CA_1_evaluation,0.5151983513652756
HOBBIES_1_158_CA_1_evaluation,0.764554353426069
HOBBIES_1_159_CA_1_evaluation,0.48377125193199383
HOBBIES_1_160_CA_1_evaluation,0.6991241628026791
HOBBIES_1_161_CA_1_evaluation,0.8717156105100463
HOBBIES_1_162_CA_1_evaluation,0.8964451313755796
HOBBIES_1_163_CA_1_evaluation,0.7398248325605358
HOBBIES_1_164_CA_1_evaluation,0.416795466254508
HOBBIES_1_165_CA_1_evaluation,0.8016486347243689
HOBBIES_1_166_CA_1_evaluation,0.577537351880474
HOBBIES_1_167_CA_1_evaluation,0.8134981968057702
HOBBIES_1_168_CA_1_evaluation,0.8614116434827409
HOBBIES_1_169_CA_1_evaluation,0.43843379701184954
HOBBIES_1_170_CA_1_evaluation,0.8583204533745492
HOBBIES_1_171_CA_1_evaluation,0.8459556929417826
HOBBIES_1_172_CA_1_evaluation,0.5569294178258629
HOBBIES_1_173_CA_1_evaluation,0.6697578567748583
HOBBIES_1_174_CA_1_evaluation,0.9350850077279753
HOBBIES_1_175_CA_1_evaluation,0.8413189077794951
HOBBIES_1_176_CA_1_evaluation,0.8583204533745492
HOBBIES_1_177_CA_1_evaluation,0.5311695002575991
HOBBIES_1_178_CA_1_evaluation,0.2385368366821226
HOBBIES_1_179_CA_1_evaluation,0.4394641937145801
HOBBIES_1_180_CA_1_evaluation,0.8768675940236991
HOBBIES_1_181_CA_1_evaluation,0.9422977846470891
HOBBIES_1_183_CA_1_evaluation,0.7769191138588356
HOBBIES_1_184_CA_1_evaluation,0.8531684698608965
HOBBIES_1_185_CA_1_evaluation,0.7501287995878413
HOBBIES_1_186_CA_1_evaluation,0.8851107676455435
HOBBIES_1_187_CA_1_evaluation,0.6836682122617208
HOBBIES_1_188_CA_1_evaluation,0.9005667181865018
HOBBIES_1_189_CA_1_evaluation,0.2704791344667697
HOBBIES_1_190_CA_1_evaluation,0.9392065945388974
HOBBIES_1_191_CA_1_evaluation,0.9469345698093766
HOBBIES_1_192_CA_1_evaluation,0.9319938176197836
HOBBIES_1_193_CA_1_evaluation,0.6986089644513137
HOBBIES_1_194_CA_1_evaluation,0.377640391550747
HOBBIES_1_195_CA_1_evaluation,0.5440494590417311
HOBBIES_1_197_CA_1_evaluation,0.8619268418341062
HOBBIES_1_198_CA_1_evaluation,0.6069036579082947
HOBBIES_1_199_CA_1_evaluation,0.863472436888202
HOBBIES_1_200_CA_1_evaluation,0.6032972694487377
HOBBIES_1_201_CA_1_evaluation,0.315816589386914
HOBBIES_1_202_CA_1_evaluation,0.5079855744461618
HOBBIES_1_203_CA_1_evaluation,0.8001030396702731
HOBBIES_1_204_CA_1_evaluation,0.8732612055641422
HOBBIES_1_205_CA_1_evaluation,0.9072642967542504
HOBBIES_1_206_CA_1_evaluation,0.7851622874806801
HOBBIES_1_207_CA_1_evaluation,0.8438948995363215
HOBBIES_1_208_CA_1_evaluation,0.6398763523956723
HOBBIES_1_209_CA_1_evaluation,0.2797527047913447
HOBBIES_1_210_CA_1_evaluation,0.8835651725914477
HOBBIES_1_211_CA_1_evaluation,0.7923750643997939
HOBBIES_1_212_CA_1_evaluation,0.9402369912416281
HOBBIES_1_213_CA_1_evaluation,0.5584750128799588
HOBBIES_1_214_CA_1_evaluation,0.895414734672849
HOBBIES_1_215_CA_1_evaluation,0.48016486347243686
HOBBIES_1_216_CA_1_evaluation,0.5280783101494075
HOBBIES_1_217_CA_1_evaluation,0.9021123132405976
HOBBIES_1_218_CA_1_evaluation,0.8681092220504895
HOBBIES_1_219_CA_1_evaluation,0.9201442555383823
HOBBIES_1_220_CA_1_evaluation,0.7702215352910871
HOBBIES_1_221_CA_1_evaluation,0.7563111798042246
HOBBIES_1_223_CA_1_evaluation,0.8753219989696033
HOBBIES_1_224_CA_1_evaluation,0.8433797011849562
HOBBIES_1_225_CA_1_evaluation,0.6872746007212777
HOBBIES_1_226_CA_1_evaluation,0.5605358062854199
HOBBIES_1_227_CA_1_evaluation,0.7975270479134466
HOBBIES_1_228_CA_1_evaluation,0.4337970118495621
HOBBIES_1_229_CA_1_evaluation,0.9191138588356518
HOBBIES_1_230_CA_1_evaluation,0.889747552807831
HOBBIES_1_231_CA_1_evaluation,0.6141164348274085
HOBBIES_1_232_CA_1_evaluation,0.8660484286450283
HOBBIES_1_233_CA_1_evaluation,0.3317877382792375
HOBBIES_1_234_CA_1_evaluation,0.8722308088614117
HOBBIES_1_235_CA_1_evaluation,0.6027820710973725
HOBBIES_1_236_CA_1_evaluation,0.3101494075218959
HOBBIES_1_237_CA_1_evaluation,0.4441009788768676
HOBBIES_1_238_CA_1_evaluation,0.648634724368882
HOBBIES_1_239_CA_1_evaluation,0.7315816589386914
HOBBIES_1_240_CA_1_evaluation,0.6517259144770736
HOBBIES_1_241_CA_1_evaluation,0.7805255023183926
HOBBIES_1_242_CA_1_evaluation,0.2864502833590932
HOBBIES_1_243_CA_1_evaluation,0.8742916022668727
HOBBIES_1_244_CA_1_evaluation,0.2606903657908295
HOBBIES_1_245_CA_1_evaluation,0.9093250901597115
HOBBIES_1_246_CA_1_evaluation,0.833590932509016
HOBBIES_1_247_CA_1_evaluation,0.768160741885626
HOBBIES_1_248_CA_1_evaluation,0.5018031942297785
HOBBIES_1_249_CA_1_evaluation,0.41782586295723856
HOBBIES_1_250_CA_1_evaluation,0.8608964451313755
HOBBIES_1_251_CA_1_evaluation,0.8722308088614117
HOBBIES_1_252_CA_1_evaluation,0.8444100978876867
HOBBIES_1_253_CA_1_evaluation,0.8176197836166924
HOBBIES_1_254_CA_1_evaluation,0.12570839773312725
HOBBIES_1_255_CA_1_evaluation,0.8026790314270994
HOBBIES_1_256_CA_1_evaluation,0.2390520350334879
HOBBIES_1_257_CA_1_evaluation,0.8511076764554354
HOBBIES_1_258_CA_1_evaluation,0.3173621844410098
HOBBIES_1_259_CA_1_evaluation,0.8011334363730036
HOBBIES_1_260_CA_1_evaluation,0.6780010303967027
HOBBIES_1_261_CA_1_evaluation,0.3745492014425554
HOBBIES_1_262_CA_1_evaluation,0.8413189077794951
HOBBIES_1_263_CA_1_evaluation,0.8588356517259145
HOBBIES_1_264_CA_1_evaluation,0.6687274600721278
HOBBIES_1_265_CA_1_evaluation,0.8026790314270994
HOBBIES_1_266_CA_1_evaluation,0.637300360638846
HOBBIES_1_267_CA_1_evaluation,0.9160226687274601
HOBBIES_1_268_CA_1_evaluation,0.2050489438433797
HOBBIES_1_269_CA_1_evaluation,0.9422977846470891
HOBBIES_1_270_CA_1_evaluation,0.6141164348274085
HOBBIES_1_271_CA_1_evaluation,0.844925296239052
HOBBIES_1_272_CA_1_evaluation,0.9278722308088614
HOBBIES_1_273_CA_1_evaluation,0.7856774858320453
HOBBIES_1_274_CA_1_evaluation,0.9392065945388974
HOBBIES_1_275_CA_1_evaluation,0.6249356002060793
HOBBIES_1_276_CA_1_evaluation,0.4853168469860896
HOBBIES_1_277_CA_1_evaluation,0.6378155589902113
HOBBIES_1_278_CA_1_evaluation,0.4209170530654302
HOBBIES_1_279_CA_1_evaluation,0.8887171561051005
HOBBIES_1_280_CA_1_evaluation,0.48583204533745494
HOBBIES_1_281_CA_1_evaluation,0.6986089644513137
HOBBIES_1_282_CA_1_evaluation,0.6192684183410613
HOBBIES_1_283_CA_1_evaluation,0.9149922720247295
HOBBIES_1_284_CA_1_evaluation,0.8861411643482741
HOBBIES_1_285_CA_1_evaluation,0.9412673879443586
HOBBIES_1_286_CA_1_evaluation,0.2787223080886141
HOBBIES_1_287_CA_1_evaluation,0.5316846986089645
HOBBIES_1_288_CA_1_evaluation,0.4126738794435858
HOBBIES_1_289_CA_1_evaluation,0.8145285935085008
HOBBIES_1_290_CA_1_evaluation,0.8031942297784647
HOBBIES_1_292_CA_1_evaluation,0.8304997424008244
HOBBIES_1_293_CA_1_evaluation,0.7619783616692427
HOBBIES_1_294_CA_1_evaluation,0.9036579082946935
HOBBIES_1_295_CA_1_evaluation,0.2452344152498712
HOBBIES_1_296_CA_1_evaluation,0.5893869139618754
HOBBIES_1_297_CA_1_evaluation,0.44152498712004123
HOBBIES_1_298_CA_1_evaluation,0.5296239052035033
HOBBIES_1_299_CA_1_evaluation,0.9098402885110768
HOBBIES_1_300_CA_1_evaluation,0.3905203503348789
HOBBIES_1_301_CA_1_evaluation,0.5492014425553838
HOBBIES_1_302_CA_1_evaluation,0.9603297269448737
HOBBIES_1_303_CA_1_evaluation,0.7810407006697578
HOBBIES_1_304_CA_1_evaluation,0.8902627511591963
HOBBIES_1_305_CA_1_evaluation,0.8366821226172076
HOBBIES_1_306_CA_1_evaluation,0.8475012879958784
HOBBIES_1_307_CA_1_evaluation,0.8773827923750644
HOBBIES_1_308_CA_1_evaluation,0.7284904688304997
HOBBIES_1_309_CA_1_evaluation,0.5904173106646059
HOBBIES_1_310_CA_1_evaluation,0.6048428645028336
HOBBIES_1_311_CA_1_evaluation,0.9010819165378671
HOBBIES_1_312_CA_1_evaluation,0.3915507470376095
HOBBIES_1_313_CA_1_evaluation,0.41370427614631633
HOBBIES_1_314_CA_1_evaluation,0.893353941267388
HOBBIES_1_315_CA_1_evaluation,0.8258629572385369
HOBBIES_1_316_CA_1_evaluation,0.6594538897475528
HOBBIES_1_317_CA_1_evaluation,0.4641937145801133
HOBBIES_1_318_CA_1_evaluation,0.8902627511591963
HOBBIES_1_319_CA_1_evaluation,0.48274085522926324
HOBBIES_1_320_CA_1_evaluation,0.502833590932509
HOBBIES_1_321_CA_1_evaluation,0.3848531684698609
HOBBIES_1_322_CA_1_evaluation,0.8789283874291602
HOBBIES_1_323_CA_1_evaluation,0.2782071097372488
HOBBIES_1_324_CA_1_evaluation,0.4853168469860896
HOBBIES_1_325_CA_1_evaluation,0.8964451313755796
HOBBIES_1_326_CA_1_evaluation,0.6661514683153014
HOBBIES_1_327_CA_1_evaluation,0.5440494590417311
HOBBIES_1_328_CA_1_evaluation,0.49871200412158684
HOBBIES_1_329_CA_1_evaluation,0.3091190108191654
HOBBIES_1_330_CA_1_evaluation,0.4410097887686759
HOBBIES_1_331_CA_1_evaluation,0.8114374034003091
HOBBIES_1_332_CA_1_evaluation,0.5785677485832046
HOBBIES_1_333_CA_1_evaluation,0.8413189077794951
HOBBIES_1_334_CA_1_evaluation,0.7707367336424523
HOBBIES_1_335_CA_1_evaluation,0.8799587841318908
HOBBIES_1_336_CA_1_evaluation,0.9453889747552808
HOBBIES_1_337_CA_1_evaluation,0.18134981968057703
HOBBIES_1_338_CA_1_evaluation,0.41318907779495107
HOBBIES_1_339_CA_1_evaluation,0.7248840803709428
HOBBIES_1_340_CA_1_evaluation,0.8624420401854714
HOBBIES_1_341_CA_1_evaluation,0.2622359608449253
HOBBIES_1_342_CA_1_evaluation,0.740340030911901
HOBBIES_1_343_CA_1_evaluation,0.5909325090159712
HOBBIES_1_344_CA_1_evaluation,0.8397733127253992
HOBBIES_1_345_CA_1_evaluation,0.29314786192684184
HOBBIES_1_346_CA_1_evaluation,0.8526532715095312
HOBBIES_1_347_CA_1_evaluation,0.8274085522926327
HOBBIES_1_348_CA_1_evaluation,0.20607934054611024
HOBBIES_1_349_CA_1_evaluation,0.723338485316847
HOBBIES_1_350_CA_1_evaluation,0.7614631633178773
HOBBIES_1_351_CA_1_evaluation,0.5692941782586296
HOBBIES_1_352_CA_1_evaluation,0.7820710973724884
HOBBIES_1_353_CA_1_evaluation,0.6733642452344153
HOBBIES_1_354_CA_1_evaluation,0.7253992787223081
HOBBIES_1_355_CA_1_evaluation,0.5522926326635754
HOBBIES_1_356_CA_1_evaluation,0.6269963936115405
HOBBIES_1_357_CA_1_evaluation,0.5347758887171561
HOBBIES_1_358_CA_1_evaluation,0.6903657908294694
HOBBIES_1_359_CA_1_evaluation,0.9242658423493045
HOBBIES_1_360_CA_1_evaluation,0.8567748583204534
HOBBIES_1_361_CA_1_evaluation,0.7614631633178773
HOBBIES_1_362_CA_1_evaluation,0.9160226687274601
HOBBIES_1_363_CA_1_evaluation,0.8165893869139619
HOBBIES_1_364_CA_1_evaluation,0.43328181349819683
HOBBIES_1_365_CA_1_evaluation,0.8861411643482741
HOBBIES_1_366_CA_1_evaluation,0.8737764039155075
HOBBIES_1_367_CA_1_evaluation,0.4574961360123648
HOBBIES_1_368_CA_1_evaluation,0.8042246264811953
HOBBIES_1_369_CA_1_evaluation,0.657908294693457
HOBBIES_1_370_CA_1_evaluation,0.30087583719732097
HOBBIES_1_371_CA_1_evaluation,0.19165378670788252
HOBBIES_1_372_CA_1_evaluation,0.5955692941782587
HOBBIES_1_373_CA_1_evaluation,0.6517259144770736
HOBBIES_1_374_CA_1_evaluation,0.6115404430705822
HOBBIES_1_375_CA_1_evaluation,0.9489953632148377
HOBBIES_1_376_CA_1_evaluation,0.8531684698608965
HOBBIES_1_377_CA_1_evaluation,0.8181349819680577
HOBBIES_1_378_CA_1_evaluation,0.34106130860381245
HOBBIES_1_379_CA_1_evaluation,0.4070066975785677
HOBBIES_1_380_CA_1_evaluation,0.5229263266357548
HOBBIES_1_381_CA_1_evaluation,0.2606903657908295
HOBBIES_1_382_CA_1_evaluation,0.5816589386913962
HOBBIES_1_383_CA_1_evaluation,0.5929933024214322
HOBBIES_1_384_CA_1_evaluation,0.6357547655847501
HOBBIES_1_385_CA_1_evaluation,0.9227202472952086
HOBBIES_1_386_CA_1_evaluation,0.7228232869654817
HOBBIES_1_387_CA_1_evaluation,0.5868109222050489
HOBBIES_1_388_CA_1_evaluation,0.547655847501288
HOBBIES_1_389_CA_1_evaluation,0.9031427099433282
HOBBIES_1_390_CA_1_evaluation,0.7810407006697578
HOBBIES_1_391_CA_1_evaluation,0.889747552807831
HOBBIES_1_392_CA_1_evaluation,0.7717671303451829
HOBBIES_1_393_CA_1_evaluation,0.8475012879958784
HOBBIES_1_394_CA_1_evaluation,0.6218444100978877
HOBBIES_1_395_CA_1_evaluation,0.8614116434827409
HOBBIES_1_396_CA_1_evaluation,0.9119010819165378
HOBBIES_1_397_CA_1_evaluation,0.6986089644513137
HOBBIES_1_398_CA_1_evaluation,0.36269963936115407
HOBBIES_1_399_CA_1_evaluation,0.652241112828439
HOBBIES_1_400_CA_1_evaluation,0.5646573930963421
HOBBIES_1_401_CA_1_evaluation,0.9026275115919629
HOBBIES_1_402_CA_1_evaluation,0.93456980937661
HOBBIES_1_403_CA_1_evaluation,0.7820710973724884
HOBBIES_1_404_CA_1_evaluation,0.35136527563111797
HOBBIES_1_405_CA_1_evaluation,0.8464708912931479
HOBBIES_1_406_CA_1_evaluation,0.8675940236991242
HOBBIES_1_407_CA_1_evaluation,0.40752189592993304
HOBBIES_1_408_CA_1_evaluation,0.7073673364245234
HOBBIES_1_409_CA_1_evaluation,0.4234930448222566
HOBBIES_1_410_CA_1_evaluation,0.7810407006697578
HOBBIES_1_411_CA_1_evaluation,0.7037609479649665
HOBBIES_1_412_CA_1_evaluation,0.7264296754250387
HOBBIES_1_413_CA_1_evaluation,0.616692426584235
HOBBIES_1_414_CA_1_evaluation,0.7094281298299846
HOBBIES_1_415_CA_1_evaluation,0.44513137557959814
HOBBIES_1_416_CA_1_evaluation,0.39670273055126226
HOBBIES_1_417_CA_1_evaluation,0.5265327150953117
HOBBIES_1_418_CA_1_evaluation,0.788768675940237
HOBBIES_1_419_CA_1_evaluation,0.8351365275631119
HOBBIES_1_420_CA_1_evaluation,0.5074703760947965
HOBBIES_1_421_CA_1_evaluation,0.637300360638846
HOBBIES_1_422_CA_1_evaluation,0.8974755280783101
HOBBIES_1_423_CA_1_evaluation,0.38330757341576505
HOBBIES_1_424_CA_1_evaluation,0.5425038639876353
HOBBIES_2_001_CA_1_evaluation,0.9134466769706336
HOBBIES_2_002_CA_1_evaluation,0.8341061308603812
HOBBIES_2_003_CA_1_evaluation,0.8083462132921174
HOBBIES_2_004_CA_1_evaluation,0.8717156105100463
HOBBIES_2_005_CA_1_evaluation,0.8979907264296755
HOBBIES_2_006_CA_1_evaluation,0.8675940236991242
HOBBIES_2_007_CA_1_evaluation,0.7527047913446677
HOBBIES_2_008_CA_1_evaluation,0.8943843379701185
HOBBIES_2_009_CA_1_evaluation,0.762493560020608
HOBBIES_2_010_CA_1_evaluation,0.9659969088098919
HOBBIES_2_011_CA_1_evaluation,0.8073158165893869
HOBBIES_2_012_CA_1_evaluation,0.9484801648634724
HOBBIES_2_013_CA_1_evaluation,0.9283874291602267
HOBBIES_2_014_CA_1_evaluation,0.9536321483771252
HOBBIES_2_015_CA_1_evaluation,0.9742400824317362
HOBBIES_2_016_CA_1_evaluation,0.9129314786192684
HOBBIES_2_017_CA_1_evaluation,0.8701700154559505
HOBBIES_2_018_CA_1_evaluation,0.7913446676970634
HOBBIES_2_019_CA_1_evaluation,0.895414734672849
HOBBIES_2_020_CA_1_evaluation,0.8928387429160227
HOBBIES_2_021_CA_1_evaluation,0.9598145285935085
HOBBIES_2_022_CA_1_evaluation,0.833590932509016
HOBBIES_2_023_CA_1_evaluation,0.9696032972694487
HOBBIES_2_024_CA_1_evaluation,0.8304997424008244
HOBBIES_2_025_CA_1_evaluation,0.9433281813498197
HOBBIES_2_026_CA_1_evaluation,0.9129314786192684
HOBBIES_2_027_CA_1_evaluation,0.955177743431221
HOBBIES_2_028_CA_1_evaluation,0.7676455435342607
HOBBIES_2_029_CA_1_evaluation,0.7748583204533745
HOBBIES_2_030_CA_1_evaluation,0.9309634209170531
HOBBIES_2_031_CA_1_evaluation,0.9592993302421432
HOBBIES_2_032_CA_1_evaluation,0.7784647089129315
HOBBIES_2_033_CA_1_evaluation,0.622359608449253
HOBBIES_2_034_CA_1_evaluation,0.9206594538897476
HOBBIES_2_035_CA_1_evaluation,0.955177743431221
HOBBIES_2_036_CA_1_evaluation,0.6285419886656363
HOBBIES_2_037_CA_1_evaluation,0.9340546110252447
HOBBIES_2_038_CA_1_evaluation,0.9252962390520351
HOBBIES_2_039_CA_1_evaluation,0.8912931478619268
HOBBIES_2_040_CA_1_evaluation,0.9613601236476044
HOBBIES_2_041_CA_1_evaluation,0.9052035033487893
HOBBIES_2_042_CA_1_evaluation,0.7985574446161773
HOBBIES_2_043_CA_1_evaluation,0.7784647089129315
HOBBIES_2_044_CA_1_evaluation,0.8974755280783101
HOBBIES_2_045_CA_1_evaluation,0.899021123132406
HOBBIES_2_046_CA_1_evaluation,0.8799587841318908
HOBBIES_2_047_CA_1_evaluation,0.9464193714580114
HOBBIES_2_048_CA_1_evaluation,0.8588356517259145
HOBBIES_2_049_CA_1_evaluation,0.9072642967542504
HOBBIES_2_050_CA_1_evaluation,0.9237506439979392
HOBBIES_2_051_CA_1_evaluation,0.8294693456980937
